id,category,sub_category,source_file,inner_file,record_id,scene_id,string_index,original_offset,pointer_offset,jp_raw_hex,jp_text,kr_text,kr_encoded_hex,speaker,control_codes,status,game_verified,translator_note,review_note,canonical_jp_text,reference_glyph_status,reference_glyphs_used,image_glyph_status,image_glyphs_used
SCN_00030000_00740000_0154,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,153,0x008d7d5d,0x008d7d58,b6 95 98 b1 9c 84 bc b5 08 7b f0 7e bb 9c 77 84 9b 46 08 cc 3e f0 a1 dc f1 2d f1 9d ac f4 95 98 b1 8e bd 43 0d ff 00,"やってみなけりゃ
分からないけど…
オレは絶対に勝ってみせる！","해 보지 않으면
모르겠지만…
난 반드시 이기고 말 거야!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 0a 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":10},{""offset"":8,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":18,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":36,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_11; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"やってみなけりゃ
分からないけど<G0026>
オレは絶対に勝ってみせる！",SUPPORTED,0026,NONE,
SCN_00030000_00740000_0155,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,154,0x008d7d9b,0x008d7d96,7b 95 21 3f f0 e4 e5 a0 49 f1 42 f1 af f3 95 98 46 08 b4 8a 7e 8a 98 21 75 77 96 b4 08 5d f0 7b f0 a0 af f3 9e f0 21 7d f0 9d 80 f0 be 92 a0 7e 42 0d ff 00,"えっ、ロッツの飛行機って…
もしかして、あいつも
自分の機体、手に入れたのか？","어? 롯츠의 비행기라고…?
설마 그 녀석도
자기 기체를 손에 넣은 거야?",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 06 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":6},{""offset"":17,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":28,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":49,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"えっ<G0001>ロッツの飛行機って<G0026>
もしかして<G0001>あいつも
自分の機体<G0001>手に入れたのか<G0022>",SUPPORTED,"0001,0022,0026",NONE,
SCN_00030000_00740000_0157,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,156,0x008d7f9a,0x008d7f95,9b 79 8a 92 c2 93 44 08 7d 8b 88 c2 21 b0 92 08 d2 3b f0 e8 c5 db 88 c2 9d 08 9b b6 88 be 98 c2 a0 7e 44 0d ff 00,"どうしたんだ？
おじさん、また
グラディスさんに
どやされてんのか？","무슨 일이야?
아저씨, 또
글래디스 씨한테
혼나고 있는 거야?",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 02 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":2},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":15,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":25,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":35,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"どうしたんだ？
おじさん<G0001>また
グラディスさんに
どやされてんのか？",SUPPORTED,0001,NONE,
SCN_00030000_00740000_0158,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,157,0x008d8022,0x008d801d,7b 95 21 d2 3b f0 e8 c5 db 88 c2 7f 46 44 0d ff 00,えっ、グラディスさんが…？,"뭐, 글래디스 씨가…?",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 07 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":7},{""offset"":14,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_08; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,えっ<G0001>グラディスさんが<G0026>？,SUPPORTED,"0001,0026",NONE,
SCN_00030000_00740000_0160,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,159,0x008d81b3,0x008d81ae,85 f0 53 f3 9c c2 98 8f f2 a3 f5 2d f1 9c a0 9d 46 08 9c c2 98 77 79 7e 22 f0 dc 3d f0 7f 08 25 f0 e1 e4 9a 08 a1 b0 95 98 bd 9c f3 8b 93 ba 9c 0d ff 00,"性格なんて正反対なのに…
なんていうかパズルが
ピタッと
はまってる感じだよな","성격은 정반대인데…
뭐랄까 퍼즐이
딱
맞아떨어진 느낌이네.",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 02 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":2},{""offset"":17,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":30,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":36,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":48,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"性<G0373>なんて正反対なのに<G0026>
なんていうかパズルが
ピタッと
はまってる感じだよな",SUPPORTED,"0026,0373",NONE,
SCN_00030000_00740000_0162,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,161,0x008d83e7,0x008d83e2,90 be 95 98 21 b6 95 a3 46 0d ff 00,それって、やっぱ…,그건 역시…,UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 08 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":8},{""offset"":9,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_09; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,それって<G0001>やっ<G0083><G0026>,SUPPORTED,"0001,0026,0083",NONE,
SCN_00030000_00740000_0164,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,163,0x008d8588,0x008d8583,46 23 f2 ab f1 a0 b4 a0 44 08 8b b5 75 cc 3e f0 a1 08 77 96 b4 45 f2 76 f2 c1 49 f1 c2 99 bd 08 95 98 da f0 9d 9c bd a0 7e 44 0d ff 00,"…神様のもの？
じゃあオレは
いつも天国を飛んでる
って事になるのか？","…신의 것?
그럼 난
늘 천국을 날고 있다는
뜻이 되는 건가?",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 0b 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":11},{""offset"":9,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":17,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":31,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":42,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_12; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"<G0026>神様のもの？
じゃあオレは
いつも天<G02C6>を飛んでる
って事になるのか？",SUPPORTED,0026,SUPPORTED,02C6
SCN_00030000_00740000_0165,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,164,0x008d860d,0x008d8608,75 75 21 7b f0 7e 95 92 43 08 b4 8a 63 f0 95 92 bb 08 8b 77 88 c2 7f a3 f0 c1 f1 80 99 80 bd ba 79 9d 08 7d 49 f3 77 8a 9a 82 88 0d ff 00,"ああ、分かった！
もし会ったら
じいさんが長生きできるように
お願いしとくさ","그래, 알았어!
만나면
영감님이 오래 살 수 있도록
부탁해 둘게.",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 03 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":3},{""offset"":9,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":17,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":34,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":43,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_04; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"ああ<G0001>分かった！
もし<G0113>ったら
じいさんが長生きできるように
お願いしとくさ",SUPPORTED,"0001,0113",NONE,
SCN_00030000_00740000_0166,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,165,0x008d86fb,0x008d86f6,77 b6 21 9c 77 84 9b 46 0d ff 00,いや、ないけど…,"아니, 없지만…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":8,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,いや<G0001>ないけど<G0026>,SUPPORTED,"0001,0026",NONE,
SCN_00030000_00740000_0167,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,166,0x008d8805,0x008d8800,46 99 b4 88 21 77 b0 a0 64 f0 95 98 08 2c f0 3a f0 e9 9c a0 44 0d ff 00,"…でもさ、いまの話って
ホントなの？","…그래도, 지금 얘기
정말이야?",UNASSIGNED,アルフィナ,"[{""offset"":-5,""raw_hex"":""02 0e 00 0c 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":12},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":21,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_alfina_01; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"<G0026>でもさ<G0001>いまの<G0114>って
ホントなの？",SUPPORTED,"0001,0026,0114",NONE,
