id,category,sub_category,source_file,inner_file,record_id,scene_id,string_index,original_offset,pointer_offset,jp_raw_hex,jp_text,kr_text,kr_encoded_hex,speaker,control_codes,status,game_verified,translator_note,review_note,canonical_jp_text,reference_glyph_status,reference_glyphs_used,image_glyph_status,image_glyphs_used
SCN_00120200_00740000_0047,SCENARIO,scenario_message,DATA/00120200.MDZ,DATA/00120200.MDT,0x00740000,00120200,46,0x00255fe5,0x00255fe0,90 95 21 90 79 42 09 0e 00 0a 00 08 75 21 77 b6 21 90 79 93 9f 43 0d ff 00,"そっ、そう？<CTRL:09 0E 00 0A 00>
あ、いや、そうだね！","그, 그래?<CTRL:09 0E 00 0A 00>
아, 아니, 그렇지!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 06 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":6},{""offset"":6,""raw_hex"":""09 0e 00 0a 00"",""kind"":""INLINE_09"",""argument"":10},{""offset"":11,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":22,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역; <CTRL>/<Gxxxx> 구조 토큰 보존.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. 구조 토큰 보존.,"そっ<G0001>そう<G0022><CTRL:09 0E 00 0A 00>
あ<G0001>いや<G0001>そうだね！",SUPPORTED,"0001,0022",NONE,
SCN_00150100_00740000_0006,SCENARIO,scenario_message,DATA/00150100.MDZ,DATA/00150100.MDT,0x00740000,00150100,5,0x003d6629,0x003d6624,7b 95 42 21 21 21 07 0e 00 0c 00 75 21 75 75 21 90 95 7e 46 08 32 f0 3a f0 e8 c5 b0 99 95 98 55 f3 4f f2 93 95 84 0d ff 00,"えっ？、、、<CTRL:07 0E 00 0C 00>あ、ああ、そっか…
メンディまでって約束だっけ","어?……<CTRL:07 0E 00 0C 00>아, 아아, 그렇구나…
멘디까지라는 약속이었지.",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 06 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":6},{""offset"":6,""raw_hex"":""07 0e 00 0c 00"",""kind"":""INLINE_07"",""argument"":12},{""offset"":20,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":38,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역; <CTRL>/<Gxxxx> 구조 토큰 보존.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. 구조 토큰 보존.,"えっ<G0022><G0001><G0001><G0001><CTRL:07 0E 00 0C 00>あ<G0001>ああ<G0001>そっか<G0026>
メンディまでって<G0375>束だっけ",SUPPORTED,"0001,0022,0026,0375",NONE,
SCN_00150100_00740000_0010,SCENARIO,scenario_message,DATA/00150100.MDZ,DATA/00150100.MDT,0x00740000,00150100,9,0x003d684b,0x003d6846,c4 3f f0 3a f0 df a0 77 79 9a 7d bc 93 ba 07 92 8a 7e 9d cc 3e f0 08 eb f2 97 f2 4d f0 a0 49 f1 42 f1 af f3 bc f2 bc 9d 9c bd 95 98 08 9b 79 77 79 86 9a 7e 08 94 b5 c2 9a 44 f4 7b 92 86 9a 9c 7e 95 92 46 07 0e 00 07 00 3f f6 a1 6c f0 3d f6 9c c2 93 43 08 90 be a1 c0 7e 95 98 bd 43 07 0e 00 05 00 46 99 b4 21 7d f0 9d 80 f0 be 92 75 9a 08 9b 79 8a 92 77 a0 7e 08 9c 9d c1 b3 89 8a 92 bb 77 77 a0 7e 07 8f c2 8f c2 46 08 a1 f0 7b 9c 82 9c 95 92 c2 93 46 0d ff 00,"アロンソのいうとおりだよ<CTRL:07>たしかにオレ
世界一の飛行機乗りになるって
どういうことか
ちゃんと考えたことなかった…<CTRL:07 0E 00 07 00>翼は必要なんだ！
それはわかってる！<CTRL:07 0E 00 05 00>…でも、手に入れたあと
どうしたいのか
なにをめざしたらいいのか<CTRL:07>ぜんぜん…
見えなくなったんだ…","알론소 말이 맞아<CTRL:07>확실히 나는
세계 최고의 비행기 조종사가 된다는 게
무슨 뜻인지
제대로 생각해 본 적이 없어…<CTRL:07 0E 00 07 00>날개는 필요해!
그건 알고 있어!<CTRL:07 0E 00 05 00>…하지만 날개를 손에 넣은 뒤
무엇을 하고 싶은지
무엇을 목표로 해야 할지<CTRL:07>전혀…
보이지 않게 됐어…",UNASSIGNED,アルフィナ,"[{""offset"":-5,""raw_hex"":""02 0e 00 0c 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":12},{""offset"":14,""raw_hex"":""07"",""kind"":""UNKNOWN_CONTROL""},{""offset"":22,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":44,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":52,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":68,""raw_hex"":""07 0e 00 07 00"",""kind"":""INLINE_07"",""argument"":7},{""offset"":84,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":94,""raw_hex"":""07 0e 00 05 00"",""kind"":""INLINE_07"",""argument"":5},{""offset"":112,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":120,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":133,""raw_hex"":""07"",""kind"":""UNKNOWN_CONTROL""},{""offset"":139,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":151,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역; <CTRL>/<Gxxxx> 구조 토큰 보존.,SUPPORTED: structured scenario command; header FACE slot maps to face_alfina_01; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. 구조 토큰 보존.,"アロンソのいうとおりだよ<CTRL:07>たしかにオレ
世界一の飛行機乗りになるって
どういうことか
ちゃんと考えたことなかった<G0026><CTRL:07 0E 00 07 00>翼は<G011C><G05CD>なんだ！
それはわかってる！<CTRL:07 0E 00 05 00><G0026>でも<G0001>手に入れたあと
どうしたいのか
なにをめざしたらいいのか<CTRL:07><G006F>ん<G006F>ん<G0026>
見えなくなったんだ<G0026>",SUPPORTED,"0001,0026,006F,011C,05CD",NONE,
SCN_00150100_00740000_0016,SCENARIO,scenario_message,DATA/00150100.MDZ,DATA/00150100.MDT,0x00740000,00150100,15,0x003d6d84,0x003d6d7f,55 f5 24 f1 46 08 90 be 9d 21 cf f2 46 43 08 c8 f0 a0 a7 f0 c1 49 f1 c2 99 bd b1 92 77 93 43 07 0e 00 09 00 86 be 7f 21 b4 f0 a0 eb f2 97 f2 7e 46 43 08 c4 3f f0 3a f0 df a0 ee f5 b4 21 cf f2 a0 ab f5 5c f0 aa 08 a4 92 8c bb 35 f2 82 21 46 f1 82 46 0d ff 00,"潮風…
それに、波…！
海の上を飛んでるみたいだ！<CTRL:07 0E 00 09 00>これが、船の世界か…！
アロンソの夢も、波の彼方へ
ひたすら遠く、速く…","바닷바람…
그리고 파도…!
바다 위를 날고 있는 것 같아!<CTRL:07 0E 00 09 00>이게 배의 세계인가…!
알론소의 꿈도 파도 저편으로
한없이 멀리, 빠르게…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 03 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":3},{""offset"":5,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":14,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":31,""raw_hex"":""07 0e 00 09 00"",""kind"":""INLINE_07"",""argument"":9},{""offset"":50,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":70,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":83,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역; <CTRL>/<Gxxxx> 구조 토큰 보존.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_04; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. 구조 토큰 보존.,"<G0515>風<G0026>
それに<G0001>波<G0026>！
海の上を飛んでるみたいだ！<CTRL:07 0E 00 09 00>これが<G0001>船の世界か<G0026>！
アロンソの夢も<G0001>波の彼方へ
ひたすら遠く<G0001>速く<G0026>",SUPPORTED,"0001,0026",SUPPORTED,0515
SCN_00150100_00740000_0017,SCENARIO,scenario_message,DATA/00150100.MDZ,DATA/00150100.MDT,0x00740000,00150100,16,0x003d6e17,0x003d6e12,55 f5 24 f1 46 08 90 be 9d 21 cf f2 46 43 08 c8 f0 a0 a7 f0 c1 49 f1 c2 99 bd b1 92 77 93 43 07 0e 00 09 00 86 be 7f 21 b4 f0 a0 eb f2 97 f2 7e 46 43 08 c4 3f f0 3a f0 df a0 ee f5 b4 21 cf f2 a0 ab f5 5c f0 aa 08 a4 92 8c bb 35 f2 82 21 46 f1 82 46 0d ff 00,"潮風…
それに、波…！
海の上を飛んでるみたいだ！<CTRL:07 0E 00 09 00>これが、船の世界か…！
アロンソの夢も、波の彼方へ
ひたすら遠く、速く…","바닷바람…
그리고 파도…!
바다 위를 날고 있는 것 같아!<CTRL:07 0E 00 09 00>이게 배의 세계인가…!
알론소의 꿈도 파도 저편으로
한없이 멀리, 빠르게…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 03 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":3},{""offset"":5,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":14,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":31,""raw_hex"":""07 0e 00 09 00"",""kind"":""INLINE_07"",""argument"":9},{""offset"":50,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":70,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":83,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역; <CTRL>/<Gxxxx> 구조 토큰 보존.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_04; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. 구조 토큰 보존.,"<G0515>風<G0026>
それに<G0001>波<G0026>！
海の上を飛んでるみたいだ！<CTRL:07 0E 00 09 00>これが<G0001>船の世界か<G0026>！
アロンソの夢も<G0001>波の彼方へ
ひたすら遠く<G0001>速く<G0026>",SUPPORTED,"0001,0026",SUPPORTED,0515
SCN_00150100_00740000_0020,SCENARIO,scenario_message,DATA/00150100.MDZ,DATA/00150100.MDT,0x00740000,00150100,19,0x003d6fe5,0x003d6fe0,9c bd ad 9b 21 84 f7 c1 2f f4 d2 f1 99 80 bd a0 7e 08 86 c2 9c af f3 ba f1 08 cc 3e f0 a0 49 f1 42 f1 af f3 9d b4 3e f6 8a 77 9c 46 09 0e 00 0a 00 08 77 8d be a1 9f 46 43 0d ff 00,"なるほど、舵を固定できるのか
こんな機能
オレの飛行機にも欲しいな…<CTRL:09 0E 00 0A 00>
いずれはね…！","그렇구나, 키를 고정할 수 있네
이런 기능은
내 비행기에도 있었으면 좋겠다…<CTRL:09 0E 00 0A 00>
언젠가는 말이야…!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 0b 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":11},{""offset"":17,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":25,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":44,""raw_hex"":""09 0e 00 0a 00"",""kind"":""INLINE_09"",""argument"":10},{""offset"":49,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":57,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역; <CTRL>/<Gxxxx> 구조 토큰 보존.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_12; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. 구조 토큰 보존.,"なるほど<G0001><G06E4>を<G041F><G0252>できるのか
こんな機能
オレの飛行機にも<G05CE>しいな<G0026><CTRL:09 0E 00 0A 00>
いずれはね<G0026>！",SUPPORTED,"0001,0026,0252,05CE",SUPPORTED,"041F,06E4"
SCN_00150100_00740000_0021,SCENARIO,scenario_message,DATA/00150100.MDZ,DATA/00150100.MDT,0x00740000,00150100,20,0x003d7047,0x003d7042,b4 f0 a0 24 f5 72 f8 dc f4 7e 08 49 f1 42 f1 af f3 9a a1 08 93 77 a8 62 f3 79 2e f5 bc b1 92 77 93 46 08 9b be 9b be 46 07 0e 00 0b 00 9c bd ad 9b 21 84 f7 c1 2f f4 d2 f1 99 80 bd a0 7e 08 86 c2 9c af f3 ba f1 08 cc 3e f0 a0 49 f1 42 f1 af f3 9d b4 3e f6 8a 77 9c 46 09 0e 00 0a 00 08 77 8d be a1 9f 46 43 0d ff 00,"船の操縦席か
飛行機とは
だいぶ違う造りみたいだ…
どれどれ…<CTRL:07 0E 00 0B 00>なるほど、舵を固定できるのか
こんな機能
オレの飛行機にも欲しいな…<CTRL:09 0E 00 0A 00>
いずれはね…！","배의 조종석인가
비행기와는
구조가 꽤 다른 것 같네…
어디 보자…<CTRL:07 0E 00 0B 00>그렇구나, 키를 고정할 수 있네
이런 기능은
내 비행기에도 있었으면 좋겠다…<CTRL:09 0E 00 0A 00>
언젠가는 말이야…!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":10,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":19,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":34,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":40,""raw_hex"":""07 0e 00 0b 00"",""kind"":""INLINE_07"",""argument"":11},{""offset"":62,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":70,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":89,""raw_hex"":""09 0e 00 0a 00"",""kind"":""INLINE_09"",""argument"":10},{""offset"":94,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":102,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역; <CTRL>/<Gxxxx> 구조 토큰 보존.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. 구조 토큰 보존.,"船の<G04E4><G07A2><G04CC>か
飛行機とは
だいぶ違う造りみたいだ<G0026>
どれどれ<G0026><CTRL:07 0E 00 0B 00>なるほど<G0001><G06E4>を<G041F><G0252>できるのか
こんな機能
オレの飛行機にも<G05CE>しいな<G0026><CTRL:09 0E 00 0A 00>
いずれはね<G0026>！",SUPPORTED,"0001,0026,0252,05CE",SUPPORTED,"041F,04CC,04E4,06E4,07A2"
SCN_00150100_00740000_0022,SCENARIO,scenario_message,DATA/00150100.MDZ,DATA/00150100.MDT,0x00740000,00150100,21,0x003d70df,0x003d70da,12 00 79 c0 e4 41 13 ff 1e 0d ff 00,<CTRL:12><CTRL:00>うわッ！<CTRL:13 FF 1E>,<CTRL:12><CTRL:00>으악!<CTRL:13 FF 1E>,12 00 A2 EE F8 43 13 FF 1E 0D FF 00,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 06 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":6},{""offset"":0,""raw_hex"":""12"",""kind"":""UNKNOWN_CONTROL""},{""offset"":1,""raw_hex"":""00"",""kind"":""UNKNOWN_CONTROL""},{""offset"":6,""raw_hex"":""13 ff 1e"",""kind"":""OPAQUE_13_FF"",""argument"":30},{""offset"":9,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역; <CTRL>/<Gxxxx> 구조 토큰 보존.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. 구조 토큰 보존.,<CTRL:12><CTRL:00>うわッ<G0021><CTRL:13>マ<CTRL:1E>,SUPPORTED,0021,NONE,
SCN_00150100_00740000_0028,SCENARIO,scenario_message,DATA/00150100.MDZ,DATA/00150100.MDT,0x00740000,00150100,27,0x003d7316,0x003d7311,12 00 79 c0 e4 41 13 ff 1e 0d ff 00,<CTRL:12><CTRL:00>うわッ！<CTRL:13 FF 1E>,<CTRL:12><CTRL:00>으악!<CTRL:13 FF 1E>,12 00 A2 EE F8 43 13 FF 1E 0D FF 00,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 06 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":6},{""offset"":0,""raw_hex"":""12"",""kind"":""UNKNOWN_CONTROL""},{""offset"":1,""raw_hex"":""00"",""kind"":""UNKNOWN_CONTROL""},{""offset"":6,""raw_hex"":""13 ff 1e"",""kind"":""OPAQUE_13_FF"",""argument"":30},{""offset"":9,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역; <CTRL>/<Gxxxx> 구조 토큰 보존.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. 구조 토큰 보존.,<CTRL:12><CTRL:00>うわッ<G0021><CTRL:13>マ<CTRL:1E>,SUPPORTED,0021,NONE,
SCN_00150200_00740000_0005,SCENARIO,scenario_message,DATA/00150200.MDZ,DATA/00150200.MDT,0x00740000,00150200,4,0x002584e4,0x002584df,c8 f0 b0 99 21 ea f0 82 e9 f4 b0 95 98 bd 46 09 0e 00 09 00 08 46 ef f2 84 f2 9d a1 21 62 f0 9f f2 7e 46 0d ff 00,"海まで、赤く染まってる…<CTRL:09 0E 00 09 00>
…明日には、大陸か…","바다까지 붉게 물들었어…<CTRL:09 0E 00 09 00>
…내일이면 대륙인가…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 02 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":2},{""offset"":15,""raw_hex"":""09 0e 00 09 00"",""kind"":""INLINE_09"",""argument"":9},{""offset"":20,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":35,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역; <CTRL>/<Gxxxx> 구조 토큰 보존.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. 구조 토큰 보존.,"海まで<G0001><G019A>く<G04D9>まってる<G0026><CTRL:09 0E 00 09 00>
<G0026><G033F><G02D4>には<G0001>大<G02EF>か<G0026>",SUPPORTED,"0001,0026,019A,02D4,033F,04D9",SUPPORTED,02EF
