type,event_sample_id,cue_id,speaker,korean,duration_ms,fade_hold_ms,fade_out_ms,context,enabled,confidence,notes
event_audio_candidate,SE6000_07D0_000,,,,378,400,350,field_event_or_movie_external_audio,0,PENDING_TRANSLATION,SE archive ID/record offset is structurally proven; speech-vs-effect and movie/event caller remain unverified
event_audio_candidate,SE6000_07D1_001,,,,191,400,350,field_event_or_movie_external_audio,0,PENDING_TRANSLATION,SE archive ID/record offset is structurally proven; speech-vs-effect and movie/event caller remain unverified
event_audio_candidate,SE6000_07D2_002,,,,236,400,350,field_event_or_movie_external_audio,0,PENDING_TRANSLATION,SE archive ID/record offset is structurally proven; speech-vs-effect and movie/event caller remain unverified
event_audio_candidate,SE6000_07D3_003,,,,140,400,350,field_event_or_movie_external_audio,0,PENDING_TRANSLATION,SE archive ID/record offset is structurally proven; speech-vs-effect and movie/event caller remain unverified
event_audio_candidate,SE6000_07D4_004,,,,94,400,350,field_event_or_movie_external_audio,0,PENDING_TRANSLATION,SE archive ID/record offset is structurally proven; speech-vs-effect and movie/event caller remain unverified
event_audio_candidate,SE6000_07D6_005,,,,492,400,350,field_event_or_movie_external_audio,0,PENDING_TRANSLATION,SE archive ID/record offset is structurally proven; speech-vs-effect and movie/event caller remain unverified
event_audio_candidate,SE6000_07D7_006,,,,186,400,350,field_event_or_movie_external_audio,0,PENDING_TRANSLATION,SE archive ID/record offset is structurally proven; speech-vs-effect and movie/event caller remain unverified
event_audio_candidate,SE6000_07D8_007,,,,69,400,350,field_event_or_movie_external_audio,0,PENDING_TRANSLATION,SE archive ID/record offset is structurally proven; speech-vs-effect and movie/event caller remain unverified
event_audio_candidate,SE6000_07D9_008,,,,938,400,350,field_event_or_movie_external_audio,0,PENDING_TRANSLATION,SE archive ID/record offset is structurally proven; speech-vs-effect and movie/event caller remain unverified
event_audio_candidate,SE6000_07DB_009,,,,663,400,350,field_event_or_movie_external_audio,0,PENDING_TRANSLATION,SE archive ID/record offset is structurally proven; speech-vs-effect and movie/event caller remain unverified
event_audio_candidate,SE6000_07DC_010,,,,472,400,350,field_event_or_movie_external_audio,0,PENDING_TRANSLATION,SE archive ID/record offset is structurally proven; speech-vs-effect and movie/event caller remain unverified
event_audio_candidate,SE6000_07DD_011,,,,141,400,350,field_event_or_movie_external_audio,0,PENDING_TRANSLATION,SE archive ID/record offset is structurally proven; speech-vs-effect and movie/event caller remain unverified
event_audio_candidate,SE6000_07DE_012,,,,355,400,350,field_event_or_movie_external_audio,0,PENDING_TRANSLATION,SE archive ID/record offset is structurally proven; speech-vs-effect and movie/event caller remain unverified
event_audio_candidate,SE6000_07DF_013,,,,356,400,350,field_event_or_movie_external_audio,0,PENDING_TRANSLATION,SE archive ID/record offset is structurally proven; speech-vs-effect and movie/event caller remain unverified
